artist;title;year;id;popularity;acousticness;danceability;energy;instrumentalness;mode;tempo;valence;duration_ms;preview_url;genre;language
Karina;Los chicos del Preu;1967;5eqmwNMXBZWA0KUBVUP66z;0;0.177;0.619;0.83;1.6e-05;1;;0.762;115292;https://p.scdn.co/mp3-preview/2a6f74677f8fbb68050c709dacf86b712310b599?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Karina;Romeo y Julieta;1967;3g2ZQ8QsiJZbuYPCyYsPfc;19;0.135;0.473;0.791;0;1;;0.956;156533;;Pop;Spanish
Lone Star;Amor bravo;1967;3T5QkMUzHbo9Rcs0MdE1hO;0;0.494;0.368;0.809;0.264;1;;0.388;194560;https://p.scdn.co/mp3-preview/267e7186ed7c33c100b47e6167db62c8b6d4ec27?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Ángeles;98.6;1967;70YgLtYBfT3LtTDqII06S3;3;0.753;0.486;0.483;8.45e-05;1;;0.49;177759;https://p.scdn.co/mp3-preview/94c67abca8692faf448b4ee535631a5926fbb758?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Ángeles;El silencio es oro;1967;7aRxVlzHLfbnvBgVBBBrmt;3;0.466;0.552;0.534;0;1;;0.638;184655;https://p.scdn.co/mp3-preview/123a3ba836446df00cb56de9307d8d2b3b07ffe6?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Ángeles;No estoy contento;1967;3P1EOGH0RChDFLu8O8TyJA;7;0.16;0.712;0.589;0.000522;1;;0.899;153611;https://p.scdn.co/mp3-preview/9c559b8354223e0ab47b1bee6a4386a82fc1e8a5?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Bravos;Bring a little lovin';1967;5CjgQ6NFMEvaavM8nhC5ie;1;0.0771;0.652;0.893;0.235;0;;0.595;162200;https://p.scdn.co/mp3-preview/b0e7fd1dd85f06f5d6c04d9763c6dfcdf29b0398?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Los Bravos;Como nadie más;1967;5mrYDkOI5YVWeNAEjGX9Jc;2;0.265;0.483;0.803;5.41e-06;1;;0.358;170306;https://p.scdn.co/mp3-preview/79c1570271ad2285c60b640b742111c9c1187e59?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Bravos;Los Chicos Con las Chicas;1967;1k4kMMTPN5Yc0KdMxtMTuj;27;0.756;0.562;0.868;0;1;;0.727;132933;https://p.scdn.co/mp3-preview/707a2ed4cca7a944e92b36e202647805f5b669d7?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Bravos;Sympathy;1967;2z0PZL8jYqZ0bqq7I0st5L;1;0.674;0.665;0.483;0.0712;1;;0.735;172373;https://p.scdn.co/mp3-preview/816723b83a8f2caf8f41bce007f48751b2393b97?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Los Bravos;Te quiero así;1967;3BpWSCac7L9rrPP0kFHpYw;10;0.613;0.459;0.556;0;1;;0.568;149893;https://p.scdn.co/mp3-preview/5ae4fba707a8389121009b95f67d75be512139e8?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Bravos;Trapped;1967;5MmxzwqauSPPbl53WLkCj4;20;0.421;0.542;0.891;0.000176;1;;0.667;141000;https://p.scdn.co/mp3-preview/22bbc38f7bc2cbdaa0c272a32cb08167f37a978c?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Los Brincos;El pasaporte;1967;5rdoSijD79sY2dqGs33Xc2;15;0.205;0.416;0.647;0;1;;0.845;154573;https://p.scdn.co/mp3-preview/b09dddab86c03076efba5097d96dd1b9fb002044?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Brincos;Lola;1967;1Exn1NYlMHkurl4saKtXcb;19;0.434;0.43;0.48;5.3e-05;1;;0.364;151226;https://p.scdn.co/mp3-preview/93ea181034a5a747c34745d579658ab077b89fef?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Brincos;Nadie te quiere ya;1967;75BAp5g6z11acf6dw4o4Hg;11;0.42;0.607;0.755;5.78e-06;0;;0.671;141013;https://p.scdn.co/mp3-preview/d9e9990b90967f27dac0a112bcfcc0898890edca?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Gatos Negros;Homburg;1967;2EbrdyxjRA5IJrM6b36TsY;0;0.784;0.536;0.446;0.000147;1;;0.298;195466;https://p.scdn.co/mp3-preview/aa313132140532cd2ce6f14cd21b1af0a1d1412c?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Go-Go;Con su blanca palidez;1967;4gI5H5dlmJ9q7FMPdveATn;0;0.196;0.172;0.374;0.00862;1;;0.353;184493;https://p.scdn.co/mp3-preview/8b5e0bb24153b71bf4f7a6d2656058cfb6f22bf2?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Huracanes;Carnaby Street;1967;0YcxzS3VFqomb816Q2sPha;0;0.0269;0.5;0.605;0.000114;1;;0.871;117200;https://p.scdn.co/mp3-preview/05b544d1e347e18ee13fedd6c8aa49317af6a3fe?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Huracanes;Tarta de merengue;1967;0fUZ7TRnIYCW1p2PbTiY7a;0;0.213;0.37;0.8;0;1;;0.667;149333;https://p.scdn.co/mp3-preview/48f98e511348dab66abe52c71e540b4331505082?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Javaloyas;Buenas vibraciones;1967;5LAu5fZ3FmGQQjdX2z7dQg;8;0.713;0.204;0.582;0.00378;1;;0.203;195920;https://p.scdn.co/mp3-preview/94610d5ed7d189bb90d98d434d90d385f2932e87?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Mustang;Catedral de Winchester;1967;6jg6AS6uurlsOU8qCGsVdw;3;0.602;0.724;0.747;1.32e-05;1;;0.961;148360;https://p.scdn.co/mp3-preview/f094aba6ac23603b6b88c537935bd2d0bf3e7332?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Mustang;La ayuda de la amistad;1967;6hAAwbyr33Q86chfG7Pokq;8;0.748;0.734;0.469;0;1;;0.687;168293;https://p.scdn.co/mp3-preview/a4907f9c900ec6064819b4f227f1fa42366cb33d?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Mustang;San Francisco;1967;1xq6mxVUVox2h6edFyIoEm;1;0.423;0.394;0.583;0.000277;0;;0.382;689640;https://p.scdn.co/mp3-preview/aa07be138902b22c3f0537117e6d207561ac34d8?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Pasos;Ayer tuve un sueño;1967;7a7O20gEw2EjGUbUS0ksjh;17;0.275;0.57;0.596;0;1;;0.569;157426;https://p.scdn.co/mp3-preview/41b4eadd5208e6ea0b320ebad17dffc8a855c320?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Pasos;No me gusta decir sí;1967;1PqbVI0YIyijsXkjP59fVW;6;0.45;0.445;0.583;2.33e-05;1;;0.62;166746;https://p.scdn.co/mp3-preview/ed2256f47e62876e85d61e61b16b34f302e2065a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Pasos;Ojo por ojo;1967;7sL8UPoJ2bnCyKPu5BrmzK;8;0.249;0.432;0.812;0.000232;1;;0.554;211280;https://p.scdn.co/mp3-preview/66cbffd8b8347093515bd446f0dec2dffdc26e8d?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Pekenikes;Embustero y bailarín;1967;7d63TqMCl10r3uPwHE0xM8;4;0.666;0.537;0.42;0.863;0;;0.538;148000;https://p.scdn.co/mp3-preview/0312ae7b29600cac1e7553b303cfdf41e4b7d99f?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Los Pekenikes;Lady Pepa;1967;3Yxzfjrlpj564pwMzxE5Z4;9;0.24;0.564;0.441;0.523;0;;0.685;150000;https://p.scdn.co/mp3-preview/3eeaf82df54c30dd438dee745a7d1be5ae927359?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Los Relámpagos;El baile del bufón;1967;0sIdzSDodm9yqJjOUjB6W3;1;0.00558;0.356;0.591;0.00162;1;;0.704;156826;https://p.scdn.co/mp3-preview/58bb8878a60d5a95dd1434452527048b53b51985?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Los Relámpagos;Sevilla;1967;7Lz0i1h03brAN3ZBGuS5u3;1;0.0875;0.574;0.683;0.00412;1;;0.795;119666;https://p.scdn.co/mp3-preview/323ea81e34739c44d2f84599f45d5c3fac18675c?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Los Roberts;El saltamontes;1967;1oh321YUyX2FAPvQpXF2ht;0;0.309;0.539;0.704;0.465;0;;0.866;210933;https://p.scdn.co/mp3-preview/211d969e9dfaf6990bf81d603203ecfac0a03c98?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Salvajes;Las ovejitas;1967;3P7Six19JRmQ97o8KdMYXq;0;0.333;0.647;0.672;0;1;;0.339;165320;https://p.scdn.co/mp3-preview/a6459b2f6d57184ceb94c8385fd835d7f0ad9bc7?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Salvajes;Mi bigote;1967;5PAHWO67XYRN047zHJtyYn;0;0.299;0.587;0.844;0.00275;1;;0.455;161986;https://p.scdn.co/mp3-preview/7f4330de8c322b973144fc9866f60073bf7e1ada?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Sirex;Acto de fuerza;1967;0aDWItaQyrb9qWtP3RFKy3;1;0.284;0.428;0.762;0.000252;1;;0.922;157266;https://p.scdn.co/mp3-preview/bc448ee18e6d6fba4255c2430212ed889d10dcd5?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Sirex;Brindis;1967;25xT149Bzq49haOGVkWN6N;0;0.431;0.481;0.827;0;1;;0.732;132306;https://p.scdn.co/mp3-preview/eecc2735455389b298e483ba3276a5f7db5b9933?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Stop;Casi nada;1967;65xlFMayYXf9GtaRjqyuw6;2;0.697;0.487;0.74;0;1;;0.814;167906;https://p.scdn.co/mp3-preview/334a82b8fe0e74cf667e371b61c518574159c78d?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Stop;Molino al viento;1967;4i2brJivMjGPu7OAH5eZEo;7;0.107;0.8;0.757;3.33e-06;1;;0.927;118773;https://p.scdn.co/mp3-preview/5e84f0aff707eb0c121586b9658e75f41d758c8d?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Tamara;A Santiago voy;1967;3VoIj7xXGvGD1oLRWqVvRA;3;0.377;0.607;0.578;4e-06;0;;0.924;176040;https://p.scdn.co/mp3-preview/016e4cd87a5d2132df1c536ec70863ac2ec236ee?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Watts;Llegaste tarde;1967;178972VTu99ye9tJVNxhsJ;0;0.153;0.608;0.722;0;1;;0.815;162813;https://p.scdn.co/mp3-preview/afdae23fed259c921d5853be4a16221f69c25839?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Wikingos;El viernes de mi recuerdo;1967;38fxXin5bcvCZVeEt6uvHk;0;0.602;0.422;0.889;0;1;;0.661;151965;https://p.scdn.co/mp3-preview/036232ea9c164cd74f2a79da7f6668689a002654?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Wikingos;La loca;1967;5YcBkHjmfQ3CJYd4mEzAVx;0;0.434;0.451;0.609;0.0128;0;;0.879;117706;https://p.scdn.co/mp3-preview/649aece8a6b116432cd1438603b7243bddac26d4?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Zooms;La droga;1967;2sndCdYqEB6fKRuTKCfuqb;1;0.783;0.456;0.552;0.000676;1;;0.375;162803;https://p.scdn.co/mp3-preview/61e3021b27e872de37a36818fa5399af72cb367e?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Manolo Díaz;Bibi;1967;1AKFvYsWonnALh6c5bKX3b;0;0.274;0.517;0.878;0;0;;0.874;153986;https://p.scdn.co/mp3-preview/c3f7d79e616a4d56cc20dbb58d5ef31921e8b78e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Manolo Pelayo;Algo me incita a volver;1967;2Rxt5jhN0lrQ1qSuwg29ao;0;0.347;0.659;0.743;0;1;;0.915;128208;https://p.scdn.co/mp3-preview/298639c3c057df2b84bf13501d472190394e76c2?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Mari Trini;El alma no venderé;1967;0IjZGrMuyJ3oyMKPpMgWaq;2;0.741;0.505;0.489;3.08e-05;1;;0.689;196840;https://p.scdn.co/mp3-preview/a2465b91edc0e08490d93ec7bbb4a92b5a844077?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
María Ostiz;No sabes como sufrí;1967;7eX20ho2ba8yNxKQAaddFM;11;0.801;0.457;0.363;1.28e-06;1;;0.674;174826;https://p.scdn.co/mp3-preview/5016147ae0b64f4584b80793189aed8e74c97914?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Massiel;Rosas en el mar;1967;1CzxmV2RMlY7RoYN6Jd85S;32;0.704;0.686;0.624;0.000135;1;;0.613;227640;https://p.scdn.co/mp3-preview/788054b4db5bebace4fc9075795763871d5c77a5?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Micky y los Tonys;No llores más por mí;1967;6WdgcFTlor5yaDmCu8b0MX;0;0.431;0.489;0.351;0;1;;0.398;163133;https://p.scdn.co/mp3-preview/33cf582cc053c92d1ba00c355f6a82a523c3d701?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Micky y los Tonys;No se puede ser vago;1967;5ibyBbU0Nac9X7LJKWmxi3;0;0.706;0.556;0.556;0;1;;0.516;148280;https://p.scdn.co/mp3-preview/836bbb0506c15331512a63c15c6ca49177f8297d?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Miguel Ríos;Dónde;1967;4OYOndzBbcjxfM3UPKmOIF;13;0.00741;0.515;0.861;6.72e-06;0;;0.74;130600;;Rock;Spanish
New Vaudeville Band;Winchester Cathedral;1967;3Q51jQuzjEDMTyFX4pT2dK;24;0.614;0.847;0.371;3.55e-06;1;;0.914;136838;https://p.scdn.co/mp3-preview/6963dfc03a0695fc647d16f43612572883c217a1?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Pop-Tops;Viento de otoño;1967;4mXhqr5w3XfJYbf4KK1729;6;0.0957;0.606;0.784;9.68e-05;1;;0.818;168997;https://p.scdn.co/mp3-preview/2e542e2932c70ced6e4f03bfe546582475d9a957?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Procol Harum;A Whiter Shade Of Pale;1967;3qitymULqEibr7yknRMKU4;65;0.504;0.249;0.66;0.0026;1;;0.435;248946;https://p.scdn.co/mp3-preview/9ca803c59e8b3c136fbdc1d104fa2423ebc8cb0d?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Raphael;Al ponerse el sol;1967;1UpaOTzLWVewbRVu7ExMu2;17;0.585;0.35;0.576;0;1;;0.249;162293;https://p.scdn.co/mp3-preview/61b4337582640c3a5bad0f81735aac2962554b4d?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Raphael;Digan lo que digan;1967;2qJLO12JUdrl2ljCUDJIp2;31;0.746;0.52;0.561;0;1;;0.647;162040;https://p.scdn.co/mp3-preview/a2a4a4ce710150d692873175fac1732170cbf422?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Raphael;Hablemos Del Amor;1967;1uG9IM78KZTIEBzcWEd2E8;25;0.785;0.3;0.622;0.00874;1;;0.474;171666;https://p.scdn.co/mp3-preview/98dd97cbb6d916bb0fd08ba550223af45e90b31e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Richard Anthony;Aranjuez, mon amour;1967;1odn1TPH5xgKxLysktVGFB;31;0.928;0.195;0.306;0.0147;0;;0.121;294733;https://p.scdn.co/mp3-preview/0fff47e485861cb66467eae2a74b7151a7a9a22d?cid=516c2d970434462eb2b843d7317ab577;Chanson;French
Sandie Shaw;Puppet On A String;1967;0Dt4JW2Yi5HnROfTZSmlDr;10;0.393;0.724;0.606;0;1;;0.954;143000;;Pop;English
Scott McKenzie;San Francisco (Be sure to wear flowers in your hair);1967;66ujRcQB3xjilVohGyvTKM;56;0.457;0.569;0.428;5.08e-06;1;;0.617;177333;https://p.scdn.co/mp3-preview/ac2b5fb423f984f2e62646d13ef08c74297f08ef?cid=516c2d970434462eb2b843d7317ab577;Rock;English
The Beach Boys;Good Vibrations;1967;5t9KYe0Fhd5cW6UYT4qP8f;71;0.326;0.396;0.473;0.000124;0;;0.385;219026;;Rock;English
The Beatles;All you need is love;1967;3xMSaDC9TU6AQJIsxQB7MK;61;0.346;0.4;0.48;3.1e-05;1;;0.653;230386;;Pop;English
Almas Humildes;Cuervos;1968;7BLojgnOElwfx9wERKN3zL;1;0.827;0.506;0.389;0;0;;0.663;144133;https://p.scdn.co/mp3-preview/596bf13ad687a3d3c0442619d371dc088f45de44?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Almas Humildes;La gacela;1968;4zIwpi7HLASnmlsvhHPBY0;0;0.813;0.36;0.552;0;1;;0.534;238759;https://p.scdn.co/mp3-preview/41f7ada939b1e4697081eeeb4f2181b78656b4ab?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Bruno Lomas;El día;1968;35ttgHicxCM64NjrGHR2Zd;0;0.658;0.548;0.844;0.00129;1;;0.786;199800;https://p.scdn.co/mp3-preview/75691fe5deb3cc8630b694ee48dc23484940afe3?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Bruno Lomas;La mantilla;1968;13OvbcPIjBkT50K810sTXw;0;0.62;0.217;0.466;3.6e-06;0;;0.316;210093;https://p.scdn.co/mp3-preview/559bca7d563bd2aed225d689da413f5903f62beb?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Canarios;Child;1968;2r8aQNHjQQ7ykkdTZWzz3R;3;0.0469;0.365;0.685;0.000513;0;;0.478;178653;https://p.scdn.co/mp3-preview/67ce639e0bd90c314b70c40489c76bf9720f62dc?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Los Canarios;Get on your knees;1968;05EWd987JwAidavzN7ZRyc;26;0.0447;0.664;0.67;0.0286;0;;0.738;159293;https://p.scdn.co/mp3-preview/b9cfd78b06ef5853d61dd2e2a75df33848dda567?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Cliff Richard;Congratulations;1968;2qs5ZcLByNTctJKbhAZ9JE;37;0.155;0.489;0.462;0;1;;0.964;155146;https://p.scdn.co/mp3-preview/90b2f2904e2f58383d58d37b5e1b02aaed00d92a?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Els 5 Xics;La otra tarde;1968;4030zooFJT2pY2RqVTQLs2;5;0.516;0.443;0.524;0;0;;0.363;233133;https://p.scdn.co/mp3-preview/59d14fb61dd22631ed0d3927f9d25b3c3de4f217?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Ismael;Últimas noticias;1968;17OGAYdPvrdhQh7UadjR5d;0;0.796;0.712;0.325;0;1;;0.746;199013;https://p.scdn.co/mp3-preview/3243f5281fe27982f0806d9e0d52eca6fe90c0ea?cid=516c2d970434462eb2b843d7317ab577;Chanson;Spanish
Joan Manuel Serrat;El Testament D'Amelia;1968;6h1rkkHTMYITigppAWnVjG;8;0.96;0.312;0.124;0.00428;0;;0.348;205626;https://p.scdn.co/mp3-preview/382d6272817af6a2510f08a23bc3487b915bb1cb?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
Joan Manuel Serrat;El titiritero;1968;11pS3JGC6xIizOkVFmLP1i;24;0.591;0.499;0.541;0;0;;0.454;202466;https://p.scdn.co/mp3-preview/3378b92fb543ef483d4575d60342831cf1766b10?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Joan Manuel Serrat;Manuel;1968;0mLDAqf7MLbRUS1Rff5K7Q;20;0.742;0.295;0.295;0;1;;0.33;268253;https://p.scdn.co/mp3-preview/a860d9c60c05d00d11a0e7fe06d0a29c68174691?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Spanish
Joan Manuel Serrat;Paraules D'Amor;1968;2CzXJpFBlOg0DMP3LWa09y;24;0.815;0.245;0.16;1.52e-05;1;;0.124;240093;https://p.scdn.co/mp3-preview/7ad2550d3bd7513fd2716770bc0018b58dcd8887?cid=516c2d970434462eb2b843d7317ab577;Singer/Songwriter;Catalan
José Guardiola;Veniu a Barcelona;1968;1ByL0st8TWg1PtckU7jpNA;0;0.439;0.356;0.495;0;1;;0.701;144733;https://p.scdn.co/mp3-preview/5956e3a9b3b2de6d6329a5761240c1afc69e9349?cid=516c2d970434462eb2b843d7317ab577;Pop;Catalan
Juan y Junior;Anduriña;1968;5Yyfn55vZBQlC2j1GuYWIM;35;0.234;0.582;0.501;0;1;;0.814;183333;https://p.scdn.co/mp3-preview/666eb1d18313ada9c5d2411aa369c42e04bfe845?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Juan y Junior;Tiempo de amor;1968;12mAIwrMJb60MiUoTO3KT6;16;0.275;0.362;0.718;0;1;;0.46;188266;https://p.scdn.co/mp3-preview/93e461ddcaf9dba6986b51ebea3041b2a33002dc?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Karina;La fiesta;1968;1oP1JpAwl3C4gfUCQ9js5H;11;0.0775;0.672;0.918;0.0117;0;;0.934;250592;https://p.scdn.co/mp3-preview/fc6a73ef525e596252b05dfc1455a4bd6f35b9d3?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Lone Star;El cant dels ocells;1968;1KiqkFWnbkJHP6w1RsgXRj;0;0.43;0.651;0.304;0.741;0;;0.507;360506;https://p.scdn.co/mp3-preview/bc447a45b8f6cf6fd9e292c34b92842177e7b1da?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Lone Star;Lucille;1968;5V62OV2k6dbfuRPbNaBCLR;0;0.0991;0.621;0.772;0;0;;0.85;150160;https://p.scdn.co/mp3-preview/0120b2deb98379409ea2cf922f4556d6c04b82d9?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Lone Star;Mi calle;1968;1UT2BVqgOz3IlxNMcwMHub;5;0.722;0.407;0.698;0;0;;0.161;242000;https://p.scdn.co/mp3-preview/dfc08d8fd6e0949b7630aad9e463fb95e426bda0?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Ángeles;Créeme;1968;3fY3qskfxp1I0181XhFqUV;1;0.0749;0.561;0.515;1.01e-05;1;;0.56;156238;https://p.scdn.co/mp3-preview/4daffb8f88ce925391aff18c687502e1e22c0cbc?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Ángeles;Dime, dime;1968;6kkcVOqwv1ZNoWQkmSFqua;17;0.413;0.545;0.425;0;1;;0.699;209026;;Pop;Spanish
Los Ángeles;Mañana, mañana;1968;1Au0Fc3BXEuQxttglTyA3p;13;0.134;0.656;0.565;0.00301;1;;0.796;178877;https://p.scdn.co/mp3-preview/059d9cfde84fdc5ce60134a81b2050c882a333b1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Beta;Hoy soy feliz;1968;1X4TeM7tKE9aQ9mY1JvZK2;0;0.768;0.506;0.522;0.925;0;;0.718;134066;https://p.scdn.co/mp3-preview/477242b5e2a6fd2dbd0568aa85f68175fa5de49a?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Bravos;Just holding on;1968;4SLOvvoqPV6RgiqyKeY0Vb;1;0.171;0.542;0.612;0.00363;1;;0.514;160600;https://p.scdn.co/mp3-preview/f47d32bebf921650ec87e17fa51d54457315cae0?cid=516c2d970434462eb2b843d7317ab577;Rock;English
Los Brincos;Amiga mía;1968;3MO4AwBJW00T9vlW7wDg3i;14;0.0871;0.649;0.655;0;1;;0.735;149333;https://p.scdn.co/mp3-preview/3f3457857f265ffef237f66d0f26b3eb687e28c0?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Catinos;La balada de Bonnie and Clyde;1968;2ajiI8CV5jFqtg5XEXAPDt;5;0.71;0.739;0.502;1.01e-06;1;;0.751;178560;https://p.scdn.co/mp3-preview/90efa41f0b17954e9daff2d2097ef4629bd0f206?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Dixies;Black cat;1968;6KaiZG2SZACAbbknzW3dNm;1;0.000316;0.376;0.793;0.00166;1;;0.756;192320;https://p.scdn.co/mp3-preview/6689f8e0bea299f5ca834399be52802dc036f2b5?cid=516c2d970434462eb2b843d7317ab577;Rock;Instrumental
Los Gemelos del Sur;El comino;1968;69tgo71nfuqU4mHF50iFOg;0;0.416;0.477;0.647;0;1;;0.827;172480;https://p.scdn.co/mp3-preview/fbfd97f65800f9f99e68d822c40027a1f58d9850?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Gritos;Cuidado con las señoras;1968;4Vft0EdZdrC2C1b04tZ9xz;3;0.525;0.376;0.836;0.117;1;;0.776;136466;https://p.scdn.co/mp3-preview/ab87c1a016d11236089d4d999ce8cfe7f2a6ee00?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Gritos;La vida sigue igual;1968;668mqWYl0JA6TnPziduqiC;6;0.511;0.629;0.469;0.000889;1;;0.777;192973;https://p.scdn.co/mp3-preview/d5fd557bc1aebc01d3682bf6d04c79a4fcaff74b?cid=516c2d970434462eb2b843d7317ab577;Rock;Spanish
Los Íberos;Las tres de la noche;1968;1extUrpiUeL1itf3rNNt3m;12;0.309;0.427;0.69;0.00327;0;;0.519;140133;https://p.scdn.co/mp3-preview/a6ccdd6da55b4dde48b5355695ab8f35503bd97e?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Íberos;Summertime girl;1968;3c2Z4rxnkusMjtNHsXM1ns;27;0.632;0.287;0.763;1.3e-06;1;;0.592;132466;https://p.scdn.co/mp3-preview/31a4982c0f9d8076c6deb22ad46a2c4119ed7e7d?cid=516c2d970434462eb2b843d7317ab577;Pop;English
Los Mitos;Cantemos así (Aleluya);1968;5QzcoDbA0jsWd7nLVWYxiO;5;0.564;0.61;0.672;2.72e-06;1;;0.823;171964;https://p.scdn.co/mp3-preview/cc53d4f0049036b7717ed02ccddaa41802203fb1?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Mitos;Cuando vuelvas;1968;31WAMXxPT7WQHQtc4KLpnt;15;0.00453;0.579;0.654;0;1;;0.262;198295;https://p.scdn.co/mp3-preview/7415befa898a5855473a8fc9f6446042265cc3da?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Mustang;El globo rojo;1968;2o0HpjS4bzImvJ75hyWXNv;2;0.211;0.584;0.315;0;1;;0.713;180800;https://p.scdn.co/mp3-preview/ebe41b19325edd938c334883fa8ce567dde50c65?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Mustang;Hey Jude;1968;1xq6mxVUVox2h6edFyIoEm;1;0.423;0.394;0.583;0.000277;0;;0.382;689640;https://p.scdn.co/mp3-preview/aa07be138902b22c3f0537117e6d207561ac34d8?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
Los Mustang;La leyenda de Xanadu;1968;3kXHPNt8svCphrXRO3zNZp;3;0.308;0.338;0.567;7.03e-06;1;;0.841;178933;https://p.scdn.co/mp3-preview/956b432bec364ebe192a40a517f6a5b5eab6c823?cid=516c2d970434462eb2b843d7317ab577;Pop;Spanish
