artist;title;year;id;genre;language
Joan Manuel Serrat;Como un gorrión;1970;28SL8Lq1FyKYHllXaSxQPs;Singer/Songwriter;Spanish
Joan Manuel Serrat;Conillet de Vellut;1970;78yECvrHmGmhu2JPLtEa3J;Singer/Songwriter;Catalan
Joan Manuel Serrat;Quasi una dona;1970;5MZz1u0iJvLFcY7s2lvm29;Singer/Songwriter;Catalan
Joan Manuel Serrat;Señora;1970;1EMgRi3i5fDPqpBJXRnEpG;Singer/Songwriter;Spanish
Juan Ignacio y Pat;El cóndor pasa;1970;24jmKFUqmYtXsFMPmgHsz5;Pop;Spanish
Juan Pardo;Mendigo de amor;1970;7r9aQj3iIMf4aemaceTBMU;Pop;Spanish
Julián Granados;No te vayas;1970;0x9nmFFj9MqWzoii47e2so;Pop;Spanish
Julio Iglesias;Gwendolyne;1970;5lOCkGJeSqXM3zK6vCmmhK;Pop;Spanish
Junior;El tren de las penas mías;1970;4of8Mi1tKTGsd3dXiVTS2m;Pop;Spanish
Karina;Colores;1970;7C0YbzFCiEdoe31CWIVgC6;Pop;Spanish
Karina;Tú y yo;1970;3dGslO2Ha34LfsxSGIKu5y;Pop;Spanish
Lluis Llach;L'estaca;1970;6V6p3kX685TlL51aeSgzpa;Singer/Songwriter;Catalan
Lone Star;Lyla;1970;7aHrrXN9eKXUnHdrFEEVKW;Rock;Spanish
Lone Star;Quiero besar otra vez tus labios;1970;4Lt2e1kkELcyeHBm5xc0dR;Rock;Spanish
Los Ángeles;Mónica;1970;3lCpz3jj96TJDHwncP4UhU;Pop;Spanish
Los Bravos;People talking around;1970;2kgsWya1kLkikvobMdqKzp;Rock;English
Los Brincos;Mundo, Demonio y Carne / World, Evil and Body;1970;1JBem9yNvvGHwEb5N0LdNs;Rock;English
Los Diablos;Un Rayo De Sol;1970;0bi1fp0S8YDaTGajzrBvRQ;Pop;Spanish
Los Gemelos del Sur;Igual que yo;1970;6cUQcdFuyRfZmIk51zDtxp;Pop;Spanish
Los Gritos;Yo en mi casa y ella en el bar;1970;0YWioUNt1xv5zZxG0uyfoc;Pop;Spanish
Los Íberos;Fantastic girl;1970;0ZebTxEfvlKfMrYWWZN0le;Pop;English
Los Íberos;Te alcanzaré;1970;77U8JpEEZdwYnZAxUSK60p;Pop;Spanish
Los Mustang;Mustang, reino prohibido en el Himalaya 1;1970;11KhyoBrSknkcKyvAIeNm1;Rock;Spanish
Los Mustang;Vivir en Bahía;1970;1BK27oarBzuyVPlgLPFkLV;Rock;Spanish
Los Pekenikes;Tren transoceánico a Bucaramanga;1970;734qR9ZEJq4nyXsVRx5JeA;Rock;Instrumental
Los Tamara;A Galicia;1970;5D3VcH3Bnk05mqDl5N0N9o;Pop;Spanish
Máquina!;I Believe;1970;2C7V2T1jtz9Hmjkznm5apK;Rock;Instrumental
Mari Trini;Cuando me acaricias;1970;1rtezmbBa1d0VmmslYsmCL;Pop;Spanish
Massiel;Sabes de qué tengo ganas;1970;1q8Z1qxZAosR1jrRoB6qD4;Ranchera;Spanish
Miguel Ríos;Como el viento;1970;47Oxl0MImlYrUWKJAJwQNb;Pop;Spanish
Miguel Ríos;Despierta;1970;49ZTWq3isVmhfEQlAaSFyG;Pop;Spanish
Mocedades;Oi pello pello;1970;49O7MOGBuewFdi3EDTK1aG;Folk;Basque
Módulos;Tú ya no estás;1970;4K6c9Zzx4pVURF0pO9vI9q;Rock;Spanish
Mungo Jerry;In the summertime;1970;3RNyGLgSvmVRZ7xKUp8Wgd;Rock;English
Música Dispersa;Cefalea;1970;2DTTNgle2zZnvuzz69PUSi;Rock;English
Nino Bravo;Puerta de amor;1970;0Us9FvY2DRtrIlqJudrtuB;Pop;Spanish
Nino Bravo;Te quiero, te quiero;1970;5ltBmvHslf7tplG5QfLmTt;Pop;Spanish
Nuestro Pequeño Mundo;Banana boat;1970;1skHMNqHN5fDr4kORH5YOQ;Folk;English
Nuestro Pequeño Mundo;Oleanna;1970;0NeXkvKgHDjdgOLab9kxXK;Folk;English
Pedro Ruy-Blas;A los que hirió el amor;1970;1bkVq4iwMgKsBOKLh8UCB2;Pop;Spanish
Simon & Garfunkel;El Condor Pasa;1970;1eN42Q7IWRzRBq8eW2Y2TE;Folk;English
Smash;Scouting;1970;5kdk1Z1xnlWBwWhatuHhcS;Rock;Instrumental
Tara  ;Happy;1970;5SuWpxabbbYjjXAp1xknbm;Pop;Spanish
Taranto's;Opus Pi;1970;6ZQ2HGGkHjkVFDrr2GFJPf;Rock;Instrumental
Victor Manuel;Paxarinos;1970;5F5BOVkrdtZ8yQdVngCJX6;Singer/Songwriter;Spanish
Victor Manuel;Quiero Abrazarte Tanto;1970;7plH2F89nIgODAHqA12ftS;Singer/Songwriter;Spanish
Aguaviva;Me queda la palabra;1971;0bNC1AuAeMuQqey3vMHUTE;Folk;Spanish
Andrés do Barro;Meu amor;1971;2L9G0OvtMlT2d2mgdvHGyo;Rock;Galician
Andrés do Barro;San Antón;1971;3SVUnnSH7lrqTpJglPzSuA;Rock;Galician
Blume;En mis sueños;1971;1v2UGbBJtOYqDky7DUwZlN;Rock;Spanish
Camilo Sesto;Amor, amar;1971;7q4mEwUErCsYFXy6AwTHSU;Pop;Spanish
Dawn;Candida;1971;0wwnl3KUmxcvQE2dK13xQU;Pop;English
George Harrison;My Sweet Lord;1971;1chu8wc9zbNqTQ2ahROys1;Rock;English
Jeanette;Soy rebelde;1971;5SPaaSuEC5ykb2EDj6Bgtl;Pop;Spanish
Joan Manuel Serrat;Mediterraneo;1971;7Bewui7KtaMzROeteRitRz;Singer/Songwriter;Spanish
Joan Manuel Serrat;Qué va a ser de ti;1971;1yhdRrgE0E8f4gs0wQKu60;Singer/Songwriter;Spanish
José Feliciano;Que será;1971;2b1ty0NOIDD964JK4n8cJe;Pop;Spanish
José y Manuel;Mi pequeña hermana;1971;1Ba4JRi2kRxQyr4zxzIi9y;Pop;Spanish
Juan Pardo;A Marián niña;1971;64TPqnryarB8YnXsxwYe0B;Pop;Spanish
Juan Pardo;Cuando te enamores;1971;4tGV2gooQfraaVTLefENj4;Pop;Spanish
Karina;El hijo de María;1971;5Wyjh9OpWDE2fylhIHKOUv;Pop;Spanish
Karina;En un mundo nuevo;1971;3S46JQujpHNreKgktdrDBK;Pop;Spanish
Karina;Yo te diré;1971;39Gj2ZC76fFqaDt50Iw1jT;Pop;Spanish
Leandro;El hombre del tanque rosa;1971;0XdXh7TbSytboNhUJnKuyI;Pop;Spanish
Lorenzo Santamaría;Rosy;1971;1XO0ZofaSpRysNgn5b2j7W;Pop;Spanish
Los Ángeles;Una vez juré;1971;3yNd2v4meSyoyXb7bzY9Ai;Pop;Spanish
Los Brincos;Más alegre;1971;47CxcN1r9vABiQviFBkBgF;Rock;Spanish
Los Brincos;Pareces gitana;1971;0kGUGdpYUdRw1P1g8ta009;Rock;Spanish
Los Diablos;Fin De Semana;1971;55AGzMDWD4ENRG2MRP7BAC;Pop;Spanish
Los Íberos;Angelina;1971;0U6BIw1V7NepNthqrPCXyY;Rock;Spanish
Los Panchos;La paloma;1971;6pSw72gfUTWNXaii0hGVRQ;Bolero;Spanish
Máquina!;Sun bring the summer;1971;3RI7QqguTQ95acjQyYkKrg;Rock;Instrumental
Mari Trini;Yo no soy esa;1971;5glmLWBDGlaHHjs9KOZH9d;Pop;Spanish
Middle of the road;Chirpy chirpy cheep cheep;1971;703RBHUEEi5c4o4YUXAM9Q;Pop;English
Miguel Ríos;El refugio;1971;6q7yMpRYB6Ynu34qtybahG;Pop;Spanish
Miguel Ríos;Here comes the sun;1971;3iI8AsFhB9xw1O7QWJK3Qk;Pop;Spanish
Módulos;Sólo tú;1971;0aB7LWa2csbgMCnHxQM7su;Rock;Spanish
Módulos;Un nuevo día;1971;6QyZEcLnKbKO4Ey5FNrEJc;Rock;Spanish
Om;No ho sap ningú;1971;5rUEvVWQJRlirC07uB1pmJ;Rock;Instrumental
Pan y Regaliz;Dead of love;1971;28z5hnxRD6t39lLISUtdnE;Rock;English
Pan y Regaliz;Waiting in the Monsters Garden;1971;7Az1zPbwBGUYlV1FfScaE6;Rock;English
Paul McCartney;Another Day;1971;4CKviU05bRYvMiRRpl4GbQ;Pop;English
Pop-Tops;Mamy blue;1971;63saqCaMhvhaNKb9kPKtKG;Rock;Spanish
Pop-Tops;Road to freedom;1971;5ofUMeuSwtMFHxxBnn5qF7;Rock;English
Smash;El garrotín;1971;0vi1LCyMhulllfyErMSvfI;Rock;English
Smash;We come to smash this time;1971;1c4w1BRwzDFDmNegYbbJxk;Rock;English
Smash;Well, you know;1971;77yWwuj2alDBtqCnTjpl7w;Rock;English
Tony Ronald;Help (get me some help);1971;6M1y1gCywRIiHBxXzIweR4;Pop;English
Alicia y Nubes Grises;L'emigrant;1972;1nxtYuaf12nFvtvbQhYB9H;Pop;Catalan
Andrés do Barro;Amor D.F.;1972;1LzQAZ0X43wJ6L6n7vAGTG;Rock;Galician
Barrabás;Wild safari;1972;0hlDiqc3QVR07JdhoA0XiC;Funk;English
Barrabás;Woman;1972;0UjbqQK07aPF3Cn086sALt;Funk;English
Bruno Lomas;Ven sin temor;1972;1GaBkvgCLMbynbBakLq24J;Pop;Spanish
Camilo Sesto;Algo De Mi;1972;1bDbdMiDaXpaDpqitYVriQ;Pop;Spanish
Cecilia;Dama Dama;1972;50tK3gc47HHVffxRehbRuC;Singer/Songwriter;Spanish
Cecilia;Fui;1972;6SHLWwOVpR0LDXbwvdAn5q;Singer/Songwriter;Spanish
Cecilia;Nada de nada;1972;5yef17EBsxUQAsIi8oxYTD;Singer/Songwriter;Spanish
Chicory Tip;Son Of My Father;1972;3Jwalo4hQy4AHqtnyGUoMk;Pop;English
Fusioon;Danza del molinero;1972;1wNa16bWFZcXgpDaRsK9lO;Rock;Instrumental
Fusioon;Farsa del Buen Vivir;1972;7dUd6AcDnRqWCop64Fe4mC;Rock;Spanish
Hilario Camacho;Los cuatro luceros;1972;7ydFTGgR1T8azH36YozgH8;Singer/Songwriter;Spanish
Ia-Batiste;Anna;1972;13rkK2hFe7fZ9apBibMlaD;Rock;Catalan
Jeanette;Estoy triste;1972;0Shy6CNCtziEUs98LLc07f;Pop;Spanish
Joan Manuel Serrat;El ball de la civada;1972;3axsIZ1n3wr4yYiytaJtDI;Singer/Songwriter;Catalan
Joan Manuel Serrat;Para la Libertad;1972;2MbBeecWBAEHAYEC37Gk6s;Singer/Songwriter;Spanish
José y Manuel;Descubrí el amor;1972;25axjc0Q2qb0wvPQRIqbgW;Pop;Spanish
Junior;Lady promise;1972;4vh8aJchZ8XQ7vW69w2QSp;Pop;English
Karina;En el amor;1972;5vxRgYXXaKrwS0rxpUzqED;Pop;Spanish
Lone Star;Gente joven;1972;3bmoISGUkJC7qOOs7ETTnc;Rock;Spanish
Lone Star;Máquina Infernal;1972;4CowrG3H6L1LjGqyc9pMr5;Rock;Spanish
Los Ángeles;Evolución;1972;3HUnaym2YiAAfZS0KQZ8oP;Pop;Spanish
Los Diablos;¡Oh, Oh, July!;1972;2hciJfmb4YvYfOyQZ0IeHR;Pop;Spanish
Los Íberos;Mañana;1972;7nwASQxqLhGUxeMvRirM9k;Rock;Spanish
Los Lobos;Ausencia;1972;3vTBSf15sy78GegX0CJpeF;Folk;Spanish
Los Puntos;Magdalena;1972;3PazldbgT0jnBrmEKXt5p5;Pop;Spanish
Los Tamara;De Santiago vengo;1972;4gdCLYcU0xO4DcOpNqfpHA;Pop;Spanish
Máquina!;Could That Time;1972;0wXu9PkhYAXMaXMJAKU8YA;Rock;English
Massiel;Canción de la Moldavia;1972;6ozkSSrR5fu4IzEE0YXRkO;Folk;Spanish
Micky;El Chico De La Armonica;1972;5NcU43RQ2FK6k6q4D3hqIZ;Pop;Spanish
Miguel Ríos;Cantares;1972;4DRNqpmdZOe6V3ntBC9sEi;Rock;Spanish
Miguel Ríos;Vuelvo a Granada;1972;7HOP3SpTKhKIGzaN7w94NC;Rock;Spanish
Módulos;No quiero pensar en ese amor;1972;5rFLH1jdAMtQ6C1kx1cxC5;Pop;Spanish
Nino Bravo;Noelia;1972;7xk7VDMvaw7wKrrqnQWwtq;Pop;Spanish
Nino Bravo;Libre;1972;2zC0ObgALavrI8pg23ggPR;Pop;Spanish
Nino Bravo;Un beso y una flor;1972;2o2wbShVBEl7yCqizXEGUN;Pop;Spanish
Rachel;Vuelvo a mi pueblo;1972;5nNg9HA34Xal4P4OUUZCQC;Pop;Spanish
Redbone;The witch queen of New Orleans;1972;6yXcmVKGjFofPWvW9ustQX;Rock;English
Tony Christie;(Is This The Way To) Amarillo;1972;3FJ3wfXtlXhY4a11OnwXHf;Pop;English
Tony Landa;Una sencilla canción de amor;1972;64H5mogtL4KNYyDDWKucHV;Pop;Spanish
Albert Hammond;It Never Rains In Southern California;1973;6tunhVGD8C05MZNjSVIsjw;Pop;English
Ana María Drack;Dime que no es verdad;1973;6w7u8wus8aL2w0u198fsjl;Pop;Spanish
Andrés do Barro;Me estoy volviendo loco;1973;1GxceJJE8fx5tYB3kcmEiz;Pop;Spanish
Andrés do Barro;Si vienes a San Simón;1973;0Pla6S8dvLboY0rJQ6kpnx;Pop;Spanish
Arena Caliente;Nenita despreocupada;1973;4xmsxdC42xfi0Jk2mTeeCe;Pop;Spanish
Barrabás;Boogie rock;1973;1Mw6syNybKXohNz308wPrw;Rock;English
Barrabás;Casanova;1973;2dkUH3ZjUnMP6gRA8fs7DJ;Rock;English
Barrabás;Time to love;1973;57RKJbBONNXAeyUmsT2cqW;Rock;English
Bruno Lomas;Be bop-a-lula;1973;37QYrxup1fP8AP52yEJBXb;Rock;Spanish
Camilo Sesto;Algo Mas;1973;5UH9Nzv4AxSEmzcCOxpOzn;Pop;Spanish
Camilo Sesto;Amor… Amar;1973;7q4mEwUErCsYFXy6AwTHSU;Pop;Spanish
Camilo Sesto;Callados;1973;10k3RAOXYP96FY4oyp1aQ4;Pop;Spanish
Cecilia;Andar;1973;7w89hhEmFSahhsam99G8nH;Singer/Songwriter;Spanish
Cecilia;Canción de amor;1973;3VMyfsXFAZ4UxzmAGRxJHL;Singer/Songwriter;Spanish
Cecilia;Mi ciudad;1973;3A4gkeoGW7rJsXJ13q5R2f;Singer/Songwriter;Spanish
Demis Roussos;Goodbye my love, goodbye;1973;5KjELa7f5djcNdBMre4Hfo;Pop;English
Demis Roussos;Velvet mornings;1973;1JfL5XTo9bIeqiY8lG4hUb;Pop;English
Emilio José;Soledad;1973;5LoMW3f0EIkWLkB2SQObSA;Pop;Spanish
Fórmula V;Eva Maria;1973;74ddotyiQqxfeeeVRdVpPk;Pop;Spanish
Joan Manuel Serrat;Pare;1973;1IeG05SZZIy7NUf1UwQRAk;Singer/Songwriter;Catalan
Juan Pardo;María Magdalena;1973;1l5scYSUC7eQCLeUuIb4UZ;Pop;Spanish
Junior;Perdóname;1973;1FB8EFPnIe4HSkl8RxPI98;Pop;Spanish
Las Grecas;Te estoy amando locamente;1973;5QfmCmdL4qnzqMz5Z0gvzV;Pop;Spanish
Lone Star;Canta conmigo rock and roll;1973;3prKtJWwLZp47Q99RqDbb9;Rock;Spanish
Lone Star;It's saturday night;1973;5tyX5AyNrvXWpP0v0aAXh7;Rock;English
Los Ángeles;Agua fresca;1973;5bOnwemSXW72ogODyVcLAc;Pop;Spanish
Los Ángeles;Vente conmigo;1973;6p46nUc50wxsWorRyaskWg;Pop;Spanish
Los Mustang;El hombre estrella;1973;27JbNeY5DlrXyds79gO55A;Pop;Spanish
Los Pekenikes;Olé Alí;1973;1sw7woGLomAFnz32rnpea0;Pop;Instrumental
Los Puntos;Ana, vuelve a casa;1973;3R0guuJ6q8ChZv3yw9hbYW;Pop;Spanish
Los Puntos;Cuando salga la luna;1973;7u1cu8PRCH92jcV8p7ynHv;Pop;Spanish
Los Puntos;Goodbye;1973;11u4X72pAchu9Bi9XEHXsx;Pop;Spanish
Lynsey De Paul;Sugar Me;1973;3YyRYbYOpR3LrPUL1B41Mx;Pop;English
Manolo Escobar;Y viva España;1973;4Q2vhlUXoWWzZQeKn7OreC;Pop;Spanish
Mari Trini;No;1973;5glmLWBDGlaHHjs9KOZH9d;Pop;Spanish
Massiel;Corriendo, corriendo;1973;0fRSDWi0hMfJgQeNYYXwKo;Pop;Spanish
Miguel Ríos;Por si necesitas;1973;1jTU9NS4M935ngtFFOH5k5;Pop;Spanish
Mocedades;Eres Tu;1973;7bA0d6jzxTTWIBE8o7n41k;Pop;Spanish
Nino Bravo;América, América;1973;6A8Ey8qoxERmXfHJlYy1of;Pop;Spanish
Nino Bravo;Vuelve;1973;7iHvtubow2aU2aq5v8i46Z;Pop;Spanish
Nuestro Pequeño Mundo;Los campanilleros;1973;5pemG2WojiUrmnkp5cN5UP;Folk;Spanish
Nuestro Pequeño Mundo;Mulher rendeira;1973;6balXvaShBuoS63bn8ACVO;Folk;Portuguese
Paco de Lucía;Entre Dos Aguas;1973;3Fgk17TfdjXWFroJy29pXH;Flamenco;Instrumental
Raphael;Le llaman Jesús;1973;2zjKXo9wVvdTheNrmcyeuY;Pop;Spanish
Roberto Carlos;El gato que esta triste y azul;1973;0X1XgxtHG9hULAw296CCgz;Pop;Spanish
Santabárbara;Charly;1973;5UQkeBzkvJXq2fMae4Qpcp;Pop;Spanish
Santabárbara;Recuerdo de mi niñez;1973;7gxjJ3BjrjERRyaA3prgjD;Pop;Spanish
Solera;Noche tras noche;1973;2Z7hwnpqN3ahmXML6lUdoY;Pop;Spanish
Suzi Quatro;Can The Can;1973;6K0kK40E7PA2i9LsGmVCfK;Rock;English
Vino Tinto;Pueblos, hombres;1973;2UYHnFR65axRn90SxdxwPm;Folk;Spanish
Wings;Hi, Hi, Hi;1973;089iEPKibRcnmJEGlC9Xsu;Rock;English
Barrabás;Hi Jack;1974;2r4r5xpCQwcncpGvgpu754;Funk;English
Camilo Sesto;¿Quieres Ser Mi Amante?;1974;1Y7q2zwCBjt9zgIHZ0Ku7J;Pop;Spanish
Camilo Sesto;Ayudadme;1974;4RDEeNEdZBmDst0JRSbcCY;Pop;Spanish
Cánovas, Rodrigo, Adolfo y Guzmán;Señora azul;1974;1LXgrJqOEyLFTEsEjjfLMF;Pop;Spanish
Cecilia;Un ramito de violetas;1974;6bEep0TL9On222hdpcsCcH;Singer/Songwriter;Spanish
Conexión;As the universe;1974;059w4ivVOtgHV6KpI5NZqZ;Rock;English
Demis Roussos;Someday somewhere;1974;6aWUyVVgf6TBX7dpv4kTXl;Chanson;English
George McCrae;Rock Your Baby;1974;1lmfsSEuxU4PpT739Kihno;Disco;English
Jeanette;Porque te vas;1974;3CrUlXihoGLoyfWQbgcOBF;Pop;Spanish
Joan Manuel Serrat;Canción Infantil;1974;5XkbClBWKSFtlscY96hxh0;Singer/Songwriter;Spanish
Juan Bau;La Estrella De David;1974;5FA5mUgKgBMX2TJVz1KejN;Pop;Spanish
Juan Camacho;A Ti Mujer;1974;2NPeWgmD4yZuGZOfVTEgYE;Pop;Spanish
Juan Camacho;Llámame;1974;1dYOs10depm2whgZ6TrlHb;Pop;Spanish
Juan Camacho;Mía;1974;4FyPGS47j9Po9wXLnMXr1k;Pop;Spanish
Junior;Oscuridad;1974;4MDnkVlXTtMHalSppIDL4K;Pop;Spanish
Karina;Luna blanca;1974;0ki0kKAZ108ipy0pi8D2vs;Pop;Spanish
Karina;Oh, Carol!;1974;1mHIi1crNYWMC88PJ4h7JZ;Pop;Spanish
Karina;Un niño;1974;7Ep0wQMFjNchxfZ4BQCFyJ;Pop;Spanish
Laredo;La Nina de Guatemala;1974;2a8yuC6En7996Rsv7msvEn;Folk;Spanish
Las Grecas;Orgullo;1974;0UdjNJcpqV0bRuc4BynAlY;Rock;Spanish
Lone Star;Pobre pescador;1974;4Q5BEmoIqF1rJkKGjVDswl;Pop;Spanish
Lorenzo Santamaría;Blue jeans;1974;3Yb58JVFqx0FWzYOcIPDSx;Rock;Spanish
Los Albas;A la orilla del mar;1974;2EtvUoUvRX2pwQMz0OXUSx;Pop;Spanish
Los Diablos;Acalorado;1974;7w9XCYCA5U74FHeP7kMcNQ;Pop;Spanish
Los Puntos;Llorando por Granada;1974;4ZpbOHbJhtZCQl5mghL1Ss;Pop;Spanish
Los Tamara;As lanchas do xeito;1974;4exy10FSTkqcA7Ovxt3VCB;Pop;Galician
Manolo Otero;Todo El Tiempo Del Mundo;1974;49JcQoVffPBrTknlJWHUcA;Pop;Spanish
Mari Trini;Mi tercer amor;1974;4j6vJFcj86DWtQNk0TSzk1;Pop;Spanish
Miguel Gallardo;Recordando a Glenn;1974;6xUbZGM7aIv0say5FaTwYa;Rock;Spanish
Miguel Ríos;Memorias de un ser humano;1974;5xJSCNaECmYzg9v36akfdd;Pop;Spanish
Mocedades;Tomame O Dejame;1974;1ZJe2q23LXHnE79UjnJqyx;Pop;Spanish
Paul Anka;Let Me Get To Know You;1974;4mvZnMDlsR2dxSO6iQrSu9;Pop;English
Raphael;Van a nacer dos niños;1974;4QPZWwEjRCak6ys9yBXUSp;Pop;Spanish
Roberto Carlos;La Distancia;1974;6s2MrToqbAXQtEGWkWAeqP;Pop;Spanish
Santabárbara;Adiós amigo;1974;3pD2Ua2uymXy7IGbmVsX1r;Pop;Spanish
Santabárbara;Chiquilla;1974;7FR3UHgR2mhj0QNIG80yh1;Pop;Spanish
Sergio y Estíbaliz;Piel;1974;3kcTOlKuuIzCxgT9qlC7hJ;Pop;Spanish
Suzi Quatro;48 Crash;1974;5DPVU9xTKDC2CizYp5WXT2;Rock;English
The Love Unlimited Orchestra;Love’s Theme;1974;3qyCIRpbrHHkGfMsEdZJst;Disco;Instrumental
The Storm;I don't know;1974;2jAKjg602srNuW3UFHiXDl;Rock;Instrumental
Three Degrees;T.S.O.P. (The Sound Of Philadelphia);1974;0FLv2kZWyk7u7I4qP9fX0x;Disco;English
Víctor y Diego;La mujer de cristal;1974;1GWB8q8qGDogJBABIC1UWs;Folk;Spanish
Agamenón;Todos Ríen de Mí;1975;08xG3j90Lr9nawDEdSI1Tf;Rock;Spanish
Aguaviva;Dos cuchillos;1975;3vcfQVv5ydKkMx2q8VLuH4;Folk;Spanish
Aguaviva;Poetas andaluces Parte I;1975;61l9BfUUnFcrXFnC6smGBB;Folk;Spanish
Aguaviva;Pon tu cuerpo a tierra;1975;6pY8hNezsMcv6KwnDmwoY9;Folk;Spanish
Barrabás;Mellow blow;1975;2qFXDV55LEUma6XiDBaIGt;Disco;English
Barry White;You’re The First, The Last, My Everything;1975;1BF2Wsbz663oSr6nWBrtKu;Disco;English
Bimbo Jet;El Bimbo;1975;5K1fJewuOw6qRqEkKpoupc;Disco;Spanish
Camilo Sesto;Getsemani;1975;49Ved7nBuSy0wafl49g2f5;Pop;Spanish
Camilo Sesto;Jamás;1975;7DYzsOYHudZvCg6rWzbnMV;Pop;Spanish
Camilo Sesto;Melina;1975;3RhvIbIMHJqUarymFi2Ax3;Pop;Spanish
Cecilia;Amor de medianoche;1975;4eJMJzyG0ZUusN6fj8HJ4W;Singer/Songwriter;Spanish
Cecilia;Mi querida España;1975;0JhwFn7OYwckr2Uiuzf4y5;Singer/Songwriter;Spanish
Hilario Camacho;Cuerpo de ola;1975;6AsxSIpLXy0baP0yoBdO2m;Pop;Spanish
Iceberg;Tebas;1975;10tXa5DOncohugSDtZbfNB;Rock;Instrumental
Juan Camacho;Júrame;1975;0gwjDk6T4TTKycf7xyO8T0;Pop;Spanish
Junior;Si no te amase;1975;15fuUeh6MP5qzKJzvsJtVs;Pop;Spanish
Karina;La golondrina;1975;4ktbTWgeoMJXu4oT7tA5NX;Pop;Spanish
Las Grecas;Soy la que sufre por tu amor;1975;578kTUa7UNfREryxzqPmmi;Rumba;Spanish
Las Grecas;Yo no quiero pensar;1975;0RSWjZGgzxWL7jZtlAeF45;Rumba;Spanish
Lole y Manuel;Nuevo dia;1975;1Q8P79YxkEMswqE9WQI3xt;Flamenco;Spanish
Lolita;Amor, Amor;1975;6lGrDctccq26IsZ2MDTxZU;Pop;Spanish
Lone Star;El camino;1975;21tuFKg2xBjavqXczASEMB;Rock;Spanish
Lorenzo Santamaría;Para que no me olvides;1975;6mr8ePVLfE1Gs9VIqfSyDK;Pop;Spanish
Los Chorbos;Tendrás Una Nueva Ilusión;1975;52phlzRDaPMJiqFq4PBUwl;Rumba;Spanish
Los Chorbos;Vuelvo a Casa;1975;2UHZdhZt1p71hzCtJVb7tR;Rumba;Spanish
Los Puntos;Feria;1975;1RvT5ZB3wbrOgNjZku64Zh;Pop;Spanish
Los Tamara;Paloma blanca;1975;6gT78VMXYNfP9VcTpK0p6t;Pop;Spanish
Massiel;Lady veneno;1975;0ZNf37zmOGWyzlQ1xtGwFr;Pop;Spanish
Miguel Gallardo;Hoy tengo ganas de ti;1975;3xyr2ftM36QjKEpFAhZrGM;Pop;Spanish
Módulos;Perdido en mis recuerdos;1975;0h82ktSEWVq172VVcFVgA7;Rock;Spanish
Morris Albert;Feelings;1975;6OfAaE2skMyNtZtzhlpA5q;Chanson;English
Nuestro Pequeño Mundo;Andando;1975;0Bw0bHJktU7zxzJfYD2iSy;Folk;Spanish
Nuestro Pequeño Mundo;Campesinos tristes;1975;6h2jTxmQjFMLa2tDA3JVHe;Folk;Spanish
Paco de Lucía;Granainas;1975;7hSmUKNclQXuk5ptfy4KKP;Flamenco;Instrumental
Paloma San Basilio;Sombras;1975;7b5tvmFOd1QOuxh8Sn12UW;Pop;Spanish
Triana;Abre la puerta;1975;3XZD0qEHYoCTnQe9ps8HeQ;Rock;Spanish
Van McCoy;The Hustle;1975;75PHqzep3Lf11sIYP5ps5q;Disco;Instrumental
Víctor y Diego;A Vosotros;1975;0FJYmQIgSNdjJvoCrrfMNe;Folk;Spanish
Víctor y Diego;El parque;1975;6l5G9oc3KJQkkkKqOASXLQ;Folk;Spanish
Vino Tinto;Viejo capitán;1975;5UMuswhEZizRnpYjPDu1vE;Folk;Spanish
Adolfo Celdrán;Cancion del esposo soldado;1976;2nN2626zpdFxmZ2Q2enoOL;Folk;Spanish
Albert Hammond;Echame A Mi La Culpa;1976;01LHmbTALqwnoGWT3gZPYH;Folk;Spanish
Atila;Intención;1976;4c7XefNJKBF8vYkSxzCIc3;Rock;Instrumental
Barrabás;Desperately;1976;4lQxuVYHWmmTa9IcNE4N2S;Disco;English
Barrabás;Swinger;1976;306ONXJsUwmtbfeIwtO2Vh;Disco;English
Barrabás;Take It All;1976;7gSyLKLJqZ3zsq7v1FDUAt;Disco;English
Blay Tritono;Danza de Procesión;1976;0q4zLJDK8wI5L89sjHuT8U;Jazz;Instrumental
Brotherhood Of Man;Save Your Kisses For Me;1976;0E19RAvUkhjMM0rdICkidE;Pop;English
Granada;El calor que pasamos este verano (Por dónde andamos);1976;0QmCzKAt7neJlDQsS8drUE;Rock;Instrumental
Granada;Noviembre florido;1976;33XW5WExIBu6p4hROz5Wau;Rock;Instrumental
Iceberg;La flamenca eléctrica;1976;3SpyIpdHoIax6g9EmHOZx2;Rock;Instrumental
Iceberg;Preludi I Record;1976;29y3JEu8Xabov4zLy01Y8F;Rock;Instrumental
Jarcha;Libertad Sin Ira;1976;63ZPDjygXPMtqmpcoJUVk5;Folk;Spanish
La charanga del tio Honorio;Hay que lavalo;1976;2KFcC00kpKOcrka1ETYmP8;Pop;Spanish
Las Grecas;Anabalina;1976;5vOgVbKboeY8hSbRCdFrCM;Rumba;Spanish
Las Grecas;Ilusionada;1976;0vIl9pM3pIvUJ3Bppjd1Zl;Rumba;Spanish
Lole y Manuel;Tu mirá;1976;5RBUCbDoY0uWdgjLRdtbsq;Flamenco;Spanish
Lone Star;El rock de la cárcel;1976;23d5lYrrvHQIW5bFOJ55pw;Rock;Spanish
